sentimen,tweet,labels
positif,ketika debat tutup akhir komitemen untuk tidak ambil gaji rupiah pun jika kami dapat amanah ini,2
positif,dengan bangga bangkit kembali usaha ekonomi rakyat dialog wirausaha sama bang mak ketua umum gerak pepes okoce di kampung islam kepaon titik ke pictwittercomykszfjnpps,2
positif,pilih pimpin yang siap korban dan wakaf diri dan harta untuk bangsa indonesia bahkan gaji di infak untuk kaum duafa dan miskin jangan cari yang jual beli jabat jangan cari yang hobi serang fajar,2
positif,prabowo jangan harta jiwa raga saya akan saya ikan sandiaga gaji kami akan sedekah baru kali ini dalam sejarah negara satu republik indonesia rasa luar biasa,2
netral,jika menang pilih presiden prabowo sandi janji tidak akan ambil gaji,1
netral,calon presiden jokowi tegas bahwa pancasila harga mati,1
positif,dengan coblos prabowo sandi arti anda dapat pahala lama tahun karena gaji prabowo sandi akan sumbang ke yatim dan orang miskin sekali tusuk pahala alir tahun,2
negatif,buka mata siapa yang mau beli saham indosat yang rugi trilliuanan hanya zaman jokowi infrastruktur bahan bakar minyak harga di seluruh indonesia terus apa yang kamu bangga dari prabowo cerai di pecat gaji karyawan sendiri tidak bayar hina rakyat tetapi ujung minta sumbang raja hoaks dan lain lain pictwittercomjiqtatzxii,0
positif,dengan bangga bangkit kembali usaha ekonomi rakyat dialog wirausaha sama bang mak ketua umum gerak pepes okoce lokasi muding denpasar titik ke fjakarta pictwittercomkplfwococs,2
negatif,orang kayak adalah bebas ya pak dan pak tidak butuh gaji tapi butuh bagi lahan dan jabat nanti ganti,0
positif,pak jokowi sudah perintah tahun dan harga stabil serta terjangkauanda yakin dengan janji prabowosandi apa taruh mu kku janji mereka bisa jadi nyata,2
netral,bagi jokowi pancasila harga mati pictwittercomtdohfu,1
positif,salah lagi jokowi lah balik lagi kalau gue simple kalau mau upah minimum regional jakarta ya kerja di jakarta kalau mau lebih gede ya cari yang lebih gede memang ada gaji juta cuma beres rumah tidak ada teman gue saja pegawai negeri sipil entah golong apa begitu gaji cuma juta lebih kok,2
positif,banyak senjata yang bisa pakai buat menskak mat apa lagi urus pajak tetapi p jokowi usaha tetap di dalam jalur gemas lihat,2
positif,apa hasil di april nanti mari kita harga putus sama mau jokowi kembali jabat atau prabowo akan jadi presiden ri yang baru kita harus tetap jaga damai negara satu republik indonesia ini,2
positif,seperti negeri ini dengan juta budaya banyak negara yang iri akan agam budaya yang ada di indonesia dan adalah salah satu orang yang sangat harga akan budaya kita dan melestarikanya hingga jadi destinasi wisata di tiap daeraah,2
positif,dengan beda ada di indonesia kita harus saling harga satu sama lain itu selalu di laku pak deh jokowi,2
netral,pancasila dan negara satu republik indonesia itu sudah harga mati dan tidak bisa di ganggu gugat pictwittercomkferukl,1
negatif,tetapi bagi dari ekonomi digital tampak prabowo tidak erti,0
netral,amat tak hanya tumbuh jokowi laksana perata dan adil ekonomi pictwittercomqkpavqxlx,1
negatif,ingin makin sontoloyo aplud jainudin episode biar makin ngaciro haha jainudin ngaciro sang raja bohong saya sih ya no pilih dia naik mobil bayar pajak pakai jalan bayar mahal kok bilang infrastruktur buat rakyat kerja kerja kerja ya buat kerja rakyat,0
positif,pak kiai terpana pesona bagaimana chemistry dan begitu lekat padahal babang sandi lebih muda tetapi harga sementara kma yang sudah sepuh tidak diuwongke enggak ada tadim dengan ulama siang beliau tak boleh naik panggung,2
positif,kamu terlalu baik pak uno dan pak prabowo komitmen gaji kalian tidak kalian ambil padahal itu hak kalian moga kalian amanah jangan lupa salam jari salam jak mania haha,2
negatif,bukan hanya ekonomi saja paknamun hidup kami buruh masih tunggu realisasi janji bapak tanggal februari hadap wakil kami di istanakami sangat harap pak,0
negatif,apakah pak atau pak bisa turun harga aqua di cgv yang ribu itu hmmmmmmmmm,0
negatif,bajing tengik yang sembah mau lengser jokowi orang dableg fokus itu kepada ekonomi dan tahan indonesia bukan soal mobile legend,0
negatif,ini bukan masalah pilih usaha tingkat ekonomi bawah akan kamu jika pondasi ekonomi bangsa ini carut marut arah bijak bukan untuk rakyat pbh untung kapitalis,0
positif,pak saya sudah tidak ragu dengan semua bijak bapak infrastruktur ekonomi didik dan lai dan saya juga tidak ragu pilih bapak lagi tapi mohon adakan program jodoh mana ada yang mau sama saya atau paling enggak nikah trans dimensi,2
netral,yang jadi hak penuh jabat ya memang gaji bos kalau tunjang sudah ada untuk tidak bisa pakai sembarang,1
netral,prabowosandi tak akan ambil gaji peser pun jika pilih bismillah,1
positif,jangan di singapura ci pas gue ke yurop saja tanya asal dari mana dan kita jawab from indonesia mereka responnya langsung oohhh jokowi jokowi pak jokowi itu kenal dan harga di ln,2
netral,bpn prabowosandi akan bangun juta rumah untuk pulih ekonomi,1
positif,hanya di era presiden jokowi ekonomi indonesia sangat maju pictwittercomrwxgllffb,2
netral,langsung tanya pada kubu oposisi bang mungkin mereka bisa jawab karena yang aku tau presiden jokowi dalam perintah bijak yang di ambil pihak pada rakyat misal bahan bakar minyak satu harga,1
negatif,jam tangan harga ribu ganti tali doang ribu bagaimana sih pak jokowi ini,0
netral,bangun dan revitalisasi pasar rakyat jaga stabilitas harga dan sedia stok bahan pokok serta serap produksi dalam negeri serta tingkat ekspor adalah tiga mandat dari presiden jokowi pictwittercomyfzyncpjh,1
positif,capai ekonomi indonesia lebih baik banding dengan jumlah negara kembang pasal tumbuh ekonomi indonesia era perintah jokowijusuf kalla nilai cukup,2
positif,jokowi terus fokus bangun infrastruktur bagai kunci perata ekonomi,2
negatif,kalau sudah gagal naik ekonomi bilang saja gagal minta maaf jangan alas ke utara ngidul contoh dong prabowo kalau salah bikin gaduh dia minta maaf apa susah sebut huruf saya minta maaf ekonomi jauh di bawah zaman susilo bambang yudhoyono,0
netral,komitmen tak akan ambil gaji jika pilih mau mana gaji prabowosandi pictwittercomfmwxqvml,1
netral,prabowo sandiaga janji tak ambil gaji kalau jadi presiden dan wakil presiden,1
positif,tidak boleh suuzan mbak hehe harga dong hasil kerja pak jokowi yang sudah bangun negeri ini kalau benci memang jadi susah ya harga kerja keras orang lain,2
negatif,gue penasaran siapa yang angkat isu soal esport ke jokowi ini orang kejam banget beri isu soal ini coba pikir apa dampak buat ekonomi emak kesejahteraangak ada zero let me said to those whistleblower youre fakiiingggg idiot buruh,0
negatif,ya sudah kamu urus saja esprot sama jokowi biar prabowo yang urus tahan pangan rakyat indonesia sejarah catat presiden ri dengan duduk juta pikir mobile legend ketimbang harga sembako yang mahal bahan pangan yang impor di negara kayak maritim,0
negatif,gkgkgkkk prabowo tidak dapat gaji pun santai saja dia lah ambisi buat hidup lagi usaha kroni,0
positif,seperti banyak orang bilang suara saya harga dalam demokrasi makanya saya akan terus suara ingat janji jokowi sejak tetap suara di pilih presiden ini suara warga negara bukan sedekah suara warga negara adalah sepakat politik bukan sekadar coblos,2
negatif,gaji tunjang dong struktur gaji jabat di indonesia kan ajaib minim banget tetapi tunggang fasilitas bejibun bagaimana pak juga wan enggak benar berani tidak lepas tunjang ke rakyat,0
positif,pak prabowo dan bang sandi janji tidak akan ambil gaji yuk kita hitung gambar di bawah tinggal di kali tahun berapa sama itu pictwittercomkgewkxhog,2
netral,jokowi prediksi tahun indonesia jadi negara dengan ekonomi kuat nomor di dunia me prediksi indonesia jadi negara dengan tebar berita hoaks nomor di dunia,1
positif,yang ada malah coblos prabowo sandi dapat pahala sedekah tahunkarena gaji pak prabowo dan sandi akan biberikan kwpada anak yatim dan dhuafa,2
negatif,telah gagal wujud tumbuh ekonomi besar bapak sekarang aku tak masalah ya bila ceo buat target tumbuh persen tapi hanya capai ya minta maaf dongbukan minta dua periode,0
negatif,pak jokowi tolong kondisi harga pringles original yang tidak turun saya sedih,0
positif,teman sejati adalah amal seperti yang mas bilang pilih prabowo sandi adalah amal karena gaji beliau untuk amal,2
positif,kalau pak prabowo bisa buat harga pangan murah dan upah minimum regional naik saya tak sesal jika anda nanti pilih,2
negatif,balik prabowo yang kasihan tidak paham ekonomi,0
netral,bila menang pilih presiden prabowosandi janji tidak ambil gaji,1
positif,satu poin pak jokowi bukan khianat bangsa yang nimbun harta di luar demi hindar pajak lalu bicara di podium yang ekonomi makro mikro saja tidak tau gebrak teriak bajing kata elite itu bajing dan dia sama pasang bagi dari itu saya mau mandi sudah ya mbulet,2
positif,saya harga beda kalian dan insyaallah saya yakin seyakinny saya tetap pilih no urut bapak presiden jokowi dodo kh maruf amin amin ya robalalamin,2
netral,calon presiden jokowi tegas bahwa pancasila harga mati,1
netral,arah bangun ekonomi salah prabowosandi ingin referendum ekonomi,1
positif,pak sandi sama pak prabowo itu bisnis bro walaupun gaji presiden tidak di ambil kan mereka punya bisnis sedang anda bagaimana boleh fanatik tapi tidak boleh fitnah orang lain kalau tidak percaya cari di google harta pak prabowo sama pak sandi,2
positif,when prabowo said ekonomi kita sedang salah arah tetapi ini bukan salah bapak jokowi ini salah presiden sebelumnyaa kalimat itu sudah cukup buat saya tahu bakal pilih siapa untuk indonesia tahun ke depan,2
positif,prabowo sandi tidak akan ambil gaji dan akan di sumbang ke yatim duafa niat mereka memang untuk sejahtera rakyat moga allah mudah langkah mereka untuk jadi presiden dan wakil presiden ri yang di berkah allah amin,2
negatif,susilo bambang yudhoyono sudah lebih modern prabowo kembali ke zaman tritura isu goreng isu turun harga,0
negatif,padahal jika pada sadar diri dan rapat ke jokowi cerita akan lain namun karena susilo bambang yudhoyono pasang harga agus harimurti yudhoyono harus wakil presiden maka tawar rasa kurang pas,0
positif,cara tidak langsung juga om prabowo sudah apresiasi dan ingin kata kalau ekonomi negara lama di bawah pimpin pakde jokowi baik terima kasih ya om nyata ini jokowi,2
positif,turut om prabowo ini semua bukan salah pakde jokowi tapi salah dari pemimpinpemimpin belum dalam kelola ekonomi negara alhamdulillah pakde ini pictwittercomoquamtolx,2
positif,gaya khas piyantun solo garis lurus itu asli jokowisopan santun lembah manah yang tidak di buatoriginal keluar dari orang pimpin yang rakyat bisa mnghargai siapa saja,2
negatif,eh buseh bukan anak lulus ekonomi mana paham kalau dia bilang bisa tetapi fakta,0
negatif,gaji kan tidak seberapatunjangan tetap dong masuk kantong heheee,0
negatif,cagar alam kamojang di turun status demi ekonomi apakah presiden nanti biar atau tahan hmmm,0
netral,pak jokowi lebih fokus ke unicorn mobile legend padahal semua itu malah dampak buruk buat generasi muda kita betul kata prabowo kita harus fokus di ekonomi ecomerece pun benar meperburuk ekonomi karena putus mata rantai distribusi sehingga orang kecil tidak dapat bagi,1
netral,prabowosandi tak ambil gaji warganet subhanallah ini baru pimpin sejati via,1
netral,prabowosandi tak ambil gaji warganet subhanallah ini baru pimpin sejati pictwittercomtrmqzlqp,1
positif,tumbuh ekonomi konsisten tidak ada alas tidak pilih jokowi lagi pictwittercombhcghmtg,2
negatif,demokrat begitu janji partai adil sejahtera kursi wakil gubernur daerah khusus ibukota gantung masih saja bela prabowo entah ada daya tarik apa hingga mereka surat pemberitahuan tahun tidak punya daulat tidak punya harga diri prabowo yang salah kalian yang mau begitu,0
netral,prabowo nilai ekonomi ri salah arah karena para presiden belum jokowi via,1
netral,masa tenang sandiaga ke tanah suci prabowo laku ini warta ekonomi,1
positif,kisah heroik yang cerita oleh orang yang pernah tim dengan nya barangkali bisa bukti puji yang hingga sekarang masih lekat saat publik di tanah air bincang sang begawan ekonomi indonesia ini prabowo sandiuno,2
negatif,bagaimana bisa pimpin negara kalau tiap saat bicara hanya ekonomi mikro dia pikir ini usaha cuma produksi lalu jual haha begitu tong kosong nyaring bunyi oke oke gagal di jakarta mau nasional pak jokowi keluar kartu kerja dia domplrng dengan rumah kerja haha,0
negatif,prabowo salah arah ekonomi yang akibat jadi deindustrialisasi adalah salah semua pihak masuk presidenpresiden belum jokowi lah ekonomi indonesia masa pak jokowi baikbaik saja itu malah ngehoaks dengan salah presiden dahulu pictwittercomikgbbj,0
netral,pulau sumatra juga ingin uban lama hampir tahun ini harga karet turun drastis harga sawit tinggal rupiah yang belum nya perintah sekarang capai rupiah,1
netral,debat final pilih presiden analis politik soal ekonomi jokowi kritik bijak sendiri,1
negatif,prabowo harta trilliunan tetapi gaji karyawan sampai sekarang belum lunas,0
negatif,yang lebih lucu sandi sama prabowo ajar ekonomi makro oleh mukidi ngajari ikan renang,0
negatif,pak jokowi waris ekonomi yang bobrok sudah lumayan tahun bisa seperti sekarang ini semua,0
negatif,saya mau keluh ke pak sandiaga kalau sampai sekarang saya belum pernah dapat cashback ovo tokped juga jarang ada gratis ongkos kirim tolong sampai ke pak jokowi ini bukti ekonomi makin sulit nama bobby domisili gresikmalang,0
negatif,ya memang semenjak perintah jokowi harga karet yang belum ada kisar ribukg kini jadi ribukg oleh sebab itu kebun karet orang tua ubah jadi kebun kakao dan beberapa di buat kolam ikan dan tidak salah perintah,0
netral,pak kapan bahas smule atau tik tok agar bisa buat ekonomi rakyat lebih baik seperti game mobile legend begitu,1
netral,jokowi tegas pancasila negara satu republik indonesia bhineka tunggal ika dan undang undang dasar sudah final dan harga mati lewat berita,1
positif,rakyat hanya butuh pasti harga jangkau cari kerja gampang bukan akan di php dengan kartu ini kartu itu prabowo sandi solusi masalah bangsa,2
negatif,ngebet jadi presiden prabowo punya utang rupiah triliun dan tidak bayar pajak,0
negatif,masalah anda tidak bisa atas cad tidak bisa bangun industri nasional yang murni milik entrepreneur indonesia tidak bisa bangun daulat pangan energi ekonomi dan lain lain,0
netral,harga tas sama harga motor kok mahal tas jokowi ke mana sih,1
netral,kondisi ekonomi global buat perintah laku antisipasi serius jokowi bangun ekonomi domestik yang kuat pondasi dasar nasional dengan jumlah duduk indonesia sekitar juta orang ini jadi potensi kuat ekonomi indonesia,1
netral,syamsuddin saya kira jokowi benar capai ekonomi tak bisa ukur per kasus seperti contoh sandiaga soal ibu nurjanah,1
positif,fokus pak prabowo ke tani tumbuh ekonomi dan harga harga yang jangkau fokus jokowi agar rakyat main game mobile legend,2
positif,bismillah rabu april dengan coblos prabowo sandi samahalnya amal tahun karena gaji beliau akan sumbang untuk dhuafa dan lain lain,2
netral,kalau urus ekonomi orang warga suatu daerah mending jadi pak camat saja atau bupati lah,1
